# x(i)     phi(i)          |phi(i)|**2   p_classical(i)    vpot(i)
 -1.350  0.40961045E+00  0.16778072E+00  0.00000000E+00    0.911250
 -1.345  0.41227530E+00  0.16997093E+00  0.00000000E+00    0.904512
 -1.340  0.41494860E+00  0.17218234E+00  0.00000000E+00    0.897800
 -1.335  0.41763025E+00  0.17441502E+00  0.00000000E+00    0.891112
 -1.330  0.42032017E+00  0.17666904E+00  0.00000000E+00    0.884450
 -1.325  0.42301827E+00  0.17894446E+00  0.00000000E+00    0.877812
 -1.320  0.42572447E+00  0.18124133E+00  0.00000000E+00    0.871200
 -1.315  0.42843868E+00  0.18355971E+00  0.00000000E+00    0.864612
 -1.310  0.43116081E+00  0.18589965E+00  0.00000000E+00    0.858050
 -1.305  0.43389077E+00  0.18826120E+00  0.00000000E+00    0.851512
 -1.300  0.43662846E+00  0.19064441E+00  0.00000000E+00    0.845000
 -1.295  0.43937379E+00  0.19304932E+00  0.00000000E+00    0.838512
 -1.290  0.44212666E+00  0.19547599E+00  0.00000000E+00    0.832050
 -1.285  0.44488699E+00  0.19792443E+00  0.00000000E+00    0.825612
 -1.280  0.44765467E+00  0.20039471E+00  0.00000000E+00    0.819200
 -1.275  0.45042961E+00  0.20288683E+00  0.00000000E+00    0.812813
 -1.270  0.45321171E+00  0.20540085E+00  0.00000000E+00    0.806450
 -1.265  0.45600086E+00  0.20793678E+00  0.00000000E+00    0.800113
 -1.260  0.45879697E+00  0.21049466E+00  0.00000000E+00    0.793800
 -1.255  0.46159993E+00  0.21307450E+00  0.00000000E+00    0.787513
 -1.250  0.46440965E+00  0.21567632E+00  0.00000000E+00    0.781250
 -1.245  0.46722601E+00  0.21830015E+00  0.00000000E+00    0.775013
 -1.240  0.47004892E+00  0.22094598E+00  0.00000000E+00    0.768800
 -1.235  0.47287826E+00  0.22361384E+00  0.00000000E+00    0.762613
 -1.230  0.47571392E+00  0.22630374E+00  0.00000000E+00    0.756450
 -1.225  0.47855581E+00  0.22901566E+00  0.00000000E+00    0.750313
 -1.220  0.48140380E+00  0.23174962E+00  0.00000000E+00    0.744200
 -1.215  0.48425779E+00  0.23450561E+00  0.00000000E+00    0.738113
 -1.210  0.48711767E+00  0.23728363E+00  0.00000000E+00    0.732050
 -1.205  0.48998332E+00  0.24008366E+00  0.00000000E+00    0.726013
 -1.200  0.49285464E+00  0.24290569E+00  0.00000000E+00    0.720000
 -1.195  0.49573149E+00  0.24574971E+00  0.00000000E+00    0.714013
 -1.190  0.49861378E+00  0.24861570E+00  0.00000000E+00    0.708050
 -1.185  0.50150138E+00  0.25150363E+00  0.00000000E+00    0.702113
 -1.180  0.50439417E+00  0.25441347E+00  0.00000000E+00    0.696200
 -1.175  0.50729203E+00  0.25734520E+00  0.00000000E+00    0.690313
 -1.170  0.51019485E+00  0.26029878E+00  0.00000000E+00    0.684450
 -1.165  0.51310250E+00  0.26327418E+00  0.00000000E+00    0.678613
 -1.160  0.51601486E+00  0.26627134E+00  0.00000000E+00    0.672800
 -1.155  0.51893181E+00  0.26929022E+00  0.00000000E+00    0.667013
 -1.150  0.52185322E+00  0.27233079E+00  0.00000000E+00    0.661250
 -1.145  0.52477897E+00  0.27539297E+00  0.00000000E+00    0.655513
 -1.140  0.52770894E+00  0.27847672E+00  0.00000000E+00    0.649800
 -1.135  0.53064298E+00  0.28158197E+00  0.00000000E+00    0.644112
 -1.130  0.53358098E+00  0.28470867E+00  0.00000000E+00    0.638450
 -1.125  0.53652281E+00  0.28785673E+00  0.00000000E+00    0.632813
 -1.120  0.53946834E+00  0.29102609E+00  0.00000000E+00    0.627200
 -1.115  0.54241743E+00  0.29421667E+00  0.00000000E+00    0.621613
 -1.110  0.54536996E+00  0.29742839E+00  0.00000000E+00    0.616050
 -1.105  0.54832579E+00  0.30066117E+00  0.00000000E+00    0.610513
 -1.100  0.55128478E+00  0.30391491E+00  0.00000000E+00    0.605000
 -1.095  0.55424681E+00  0.30718952E+00  0.00000000E+00    0.599513
 -1.090  0.55721173E+00  0.31048491E+00  0.00000000E+00    0.594050
 -1.085  0.56017941E+00  0.31380097E+00  0.00000000E+00    0.588612
 -1.080  0.56314972E+00  0.31713760E+00  0.00000000E+00    0.583200
 -1.075  0.56612250E+00  0.32049469E+00  0.00000000E+00    0.577812
 -1.070  0.56909764E+00  0.32387212E+00  0.00000000E+00    0.572450
 -1.065  0.57207497E+00  0.32726977E+00  0.00000000E+00    0.567112
 -1.060  0.57505437E+00  0.33068753E+00  0.00000000E+00    0.561800
 -1.055  0.57803569E+00  0.33412526E+00  0.00000000E+00    0.556512
 -1.050  0.58101879E+00  0.33758283E+00  0.00000000E+00    0.551250
 -1.045  0.58400352E+00  0.34106011E+00  0.00000000E+00    0.546012
 -1.040  0.58698974E+00  0.34455695E+00  0.00000000E+00    0.540800
 -1.035  0.58997730E+00  0.34807322E+00  0.00000000E+00    0.535612
 -1.030  0.59296607E+00  0.35160875E+00  0.00000000E+00    0.530450
 -1.025  0.59595588E+00  0.35516341E+00  0.00000000E+00    0.525312
 -1.020  0.59894660E+00  0.35873702E+00  0.00000000E+00    0.520200
 -1.015  0.60193807E+00  0.36232944E+00  0.00000000E+00    0.515113
 -1.010  0.60493014E+00  0.36594048E+00  0.00000000E+00    0.510050
 -1.005  0.60792268E+00  0.36956998E+00  0.00000000E+00    0.505013
 -1.000  0.61091551E+00  0.37321776E+00  0.00000000E+00    0.500000
 -0.995  0.61390850E+00  0.37688365E+00  0.00000000E+00    0.495013
 -0.990  0.61690149E+00  0.38056745E+00  0.31991347E+01    0.490050
 -0.985  0.61989433E+00  0.38426898E+00  0.22635593E+01    0.485113
 -0.980  0.62288686E+00  0.38798804E+00  0.18501386E+01    0.480200
 -0.975  0.62587893E+00  0.39172443E+00  0.16041310E+01    0.475312
 -0.970  0.62887038E+00  0.39547796E+00  0.14365124E+01    0.470450
 -0.965  0.63186106E+00  0.39924840E+00  0.13129670E+01    0.465612
 -0.960  0.63485082E+00  0.40303556E+00  0.12170883E+01    0.460800
 -0.955  0.63783948E+00  0.40683921E+00  0.11399149E+01    0.456013
 -0.950  0.64082691E+00  0.41065913E+00  0.10760838E+01    0.451250
 -0.945  0.64381293E+00  0.41449509E+00  0.10221632E+01    0.446513
 -0.940  0.64679739E+00  0.41834687E+00  0.97584157E+00    0.441800
 -0.935  0.64978013E+00  0.42221422E+00  0.93549772E+00    0.437113
 -0.930  0.65276099E+00  0.42609692E+00  0.89995641E+00    0.432450
 -0.925  0.65573981E+00  0.42999470E+00  0.86834216E+00    0.427813
 -0.920  0.65871643E+00  0.43390733E+00  0.83998766E+00    0.423200
 -0.915  0.66169068E+00  0.43783456E+00  0.81437415E+00    0.418613
 -0.910  0.66466240E+00  0.44177611E+00  0.79109147E+00    0.414050
 -0.905  0.66763144E+00  0.44573174E+00  0.76981048E+00    0.409513
 -0.900  0.67059762E+00  0.44970116E+00  0.75026360E+00    0.405000
 -0.895  0.67356078E+00  0.45368412E+00  0.73223073E+00    0.400512
 -0.890  0.67652076E+00  0.45768034E+00  0.71552898E+00    0.396050
 -0.885  0.67947739E+00  0.46168953E+00  0.70000495E+00    0.391613
 -0.880  0.68243051E+00  0.46571141E+00  0.68552887E+00    0.387200
 -0.875  0.68537996E+00  0.46974568E+00  0.67199013E+00    0.382813
 -0.870  0.68832555E+00  0.47379207E+00  0.65929380E+00    0.378450
 -0.865  0.69126714E+00  0.47785026E+00  0.64735787E+00    0.374113
 -0.860  0.69420455E+00  0.48191995E+00  0.63611109E+00    0.369800
 -0.855  0.69713761E+00  0.48600085E+00  0.62549120E+00    0.365512
 -0.850  0.70006616E+00  0.49009263E+00  0.61544356E+00    0.361250
 -0.845  0.70299003E+00  0.49419498E+00  0.60591996E+00    0.357012
 -0.840  0.70590904E+00  0.49830758E+00  0.59687767E+00    0.352800
 -0.835  0.70882304E+00  0.50243010E+00  0.58827871E+00    0.348612
 -0.830  0.71173185E+00  0.50656223E+00  0.58008916E+00    0.344450
 -0.825  0.71463530E+00  0.51070362E+00  0.57227862E+00    0.340313
 -0.820  0.71753323E+00  0.51485393E+00  0.56481976E+00    0.336200
 -0.815  0.72042546E+00  0.51901284E+00  0.55768794E+00    0.332113
 -0.810  0.72331182E+00  0.52317998E+00  0.55086086E+00    0.328050
 -0.805  0.72619214E+00  0.52735502E+00  0.54431832E+00    0.324013
 -0.800  0.72906625E+00  0.53153760E+00  0.53804191E+00    0.320000
 -0.795  0.73193399E+00  0.53572736E+00  0.53201488E+00    0.316013
 -0.790  0.73479517E+00  0.53992395E+00  0.52622191E+00    0.312050
 -0.785  0.73764964E+00  0.54412698E+00  0.52064896E+00    0.308113
 -0.780  0.74049721E+00  0.54833611E+00  0.51528315E+00    0.304200
 -0.775  0.74333771E+00  0.55255095E+00  0.51011265E+00    0.300313
 -0.770  0.74617098E+00  0.55677113E+00  0.50512654E+00    0.296450
 -0.765  0.74899684E+00  0.56099627E+00  0.50031473E+00    0.292612
 -0.760  0.75181513E+00  0.56522598E+00  0.49566791E+00    0.288800
 -0.755  0.75462566E+00  0.56945988E+00  0.49117744E+00    0.285013
 -0.750  0.75742827E+00  0.57369758E+00  0.48683531E+00    0.281250
 -0.745  0.76022278E+00  0.57793867E+00  0.48263407E+00    0.277512
 -0.740  0.76300903E+00  0.58218277E+00  0.47856680E+00    0.273800
 -0.735  0.76578683E+00  0.58642947E+00  0.47462703E+00    0.270112
 -0.730  0.76855603E+00  0.59067837E+00  0.47080874E+00    0.266450
 -0.725  0.77131644E+00  0.59492906E+00  0.46710629E+00    0.262813
 -0.720  0.77406790E+00  0.59918112E+00  0.46351440E+00    0.259200
 -0.715  0.77681024E+00  0.60343414E+00  0.46002814E+00    0.255612
 -0.710  0.77954327E+00  0.60768771E+00  0.45664287E+00    0.252050
 -0.705  0.78226684E+00  0.61194141E+00  0.45335424E+00    0.248512
 -0.700  0.78498076E+00  0.61619480E+00  0.45015816E+00    0.245000
 -0.695  0.78768488E+00  0.62044746E+00  0.44705078E+00    0.241513
 -0.690  0.79037901E+00  0.62469897E+00  0.44402847E+00    0.238050
 -0.685  0.79306298E+00  0.62894889E+00  0.44108782E+00    0.234613
 -0.680  0.79573663E+00  0.63319678E+00  0.43822559E+00    0.231200
 -0.675  0.79839978E+00  0.63744221E+00  0.43543874E+00    0.227813
 -0.670  0.80105227E+00  0.64168474E+00  0.43272438E+00    0.224450
 -0.665  0.80369392E+00  0.64592392E+00  0.43007978E+00    0.221113
 -0.660  0.80632457E+00  0.65015931E+00  0.42750236E+00    0.217800
 -0.655  0.80894404E+00  0.65439046E+00  0.42498967E+00    0.214513
 -0.650  0.81155216E+00  0.65861691E+00  0.42253938E+00    0.211250
 -0.645  0.81414877E+00  0.66283823E+00  0.42014929E+00    0.208013
 -0.640  0.81673370E+00  0.66705394E+00  0.41781731E+00    0.204800
 -0.635  0.81930678E+00  0.67126360E+00  0.41554143E+00    0.201613
 -0.630  0.82186784E+00  0.67546675E+00  0.41331976E+00    0.198450
 -0.625  0.82441671E+00  0.67966292E+00  0.41115049E+00    0.195313
 -0.620  0.82695323E+00  0.68385165E+00  0.40903191E+00    0.192200
 -0.615  0.82947723E+00  0.68803248E+00  0.40696238E+00    0.189112
 -0.610  0.83198854E+00  0.69220494E+00  0.40494033E+00    0.186050
 -0.605  0.83448700E+00  0.69636856E+00  0.40296426E+00    0.183012
 -0.600  0.83697245E+00  0.70052288E+00  0.40103276E+00    0.180000
 -0.595  0.83944471E+00  0.70466742E+00  0.39914446E+00    0.177012
 -0.590  0.84190362E+00  0.70880171E+00  0.39729806E+00    0.174050
 -0.585  0.84434903E+00  0.71292528E+00  0.39549230E+00    0.171112
 -0.580  0.84678076E+00  0.71703765E+00  0.39372601E+00    0.168200
 -0.575  0.84919865E+00  0.72113835E+00  0.39199803E+00    0.165313
 -0.570  0.85160255E+00  0.72522690E+00  0.39030728E+00    0.162450
 -0.565  0.85399228E+00  0.72930282E+00  0.38865270E+00    0.159613
 -0.560  0.85636770E+00  0.73336563E+00  0.38703330E+00    0.156800
 -0.555  0.85872863E+00  0.73741486E+00  0.38544809E+00    0.154013
 -0.550  0.86107492E+00  0.74145002E+00  0.38389617E+00    0.151250
 -0.545  0.86340641E+00  0.74547064E+00  0.38237663E+00    0.148513
 -0.540  0.86572295E+00  0.74947622E+00  0.38088863E+00    0.145800
 -0.535  0.86802437E+00  0.75346630E+00  0.37943135E+00    0.143113
 -0.530  0.87031052E+00  0.75744039E+00  0.37800399E+00    0.140450
 -0.525  0.87258123E+00  0.76139801E+00  0.37660580E+00    0.137813
 -0.520  0.87483637E+00  0.76533867E+00  0.37523605E+00    0.135200
 -0.515  0.87707576E+00  0.76926190E+00  0.37389403E+00    0.132612
 -0.510  0.87929927E+00  0.77316720E+00  0.37257906E+00    0.130050
 -0.505  0.88150673E+00  0.77705411E+00  0.37129051E+00    0.127513
 -0.500  0.88369799E+00  0.78092214E+00  0.37002773E+00    0.125000
 -0.495  0.88587290E+00  0.78477080E+00  0.36879012E+00    0.122512
 -0.490  0.88803132E+00  0.78859962E+00  0.36757710E+00    0.120050
 -0.485  0.89017309E+00  0.79240812E+00  0.36638811E+00    0.117612
 -0.480  0.89229806E+00  0.79619582E+00  0.36522260E+00    0.115200
 -0.475  0.89440608E+00  0.79996224E+00  0.36408006E+00    0.112813
 -0.470  0.89649701E+00  0.80370689E+00  0.36295996E+00    0.110450
 -0.465  0.89857071E+00  0.80742932E+00  0.36186183E+00    0.108113
 -0.460  0.90062702E+00  0.81112903E+00  0.36078520E+00    0.105800
 -0.455  0.90266581E+00  0.81480556E+00  0.35972960E+00    0.103513
 -0.450  0.90468693E+00  0.81845844E+00  0.35869461E+00    0.101250
 -0.445  0.90669024E+00  0.82208718E+00  0.35767978E+00    0.099013
 -0.440  0.90867559E+00  0.82569133E+00  0.35668472E+00    0.096800
 -0.435  0.91064285E+00  0.82927041E+00  0.35570902E+00    0.094613
 -0.430  0.91259189E+00  0.83282395E+00  0.35475230E+00    0.092450
 -0.425  0.91452255E+00  0.83635150E+00  0.35381418E+00    0.090312
 -0.420  0.91643471E+00  0.83985258E+00  0.35289431E+00    0.088200
 -0.415  0.91832823E+00  0.84332674E+00  0.35199234E+00    0.086113
 -0.410  0.92020298E+00  0.84677352E+00  0.35110793E+00    0.084050
 -0.405  0.92205881E+00  0.85019246E+00  0.35024075E+00    0.082013
 -0.400  0.92389561E+00  0.85358310E+00  0.34939049E+00    0.080000
 -0.395  0.92571324E+00  0.85694500E+00  0.34855684E+00    0.078013
 -0.390  0.92751156E+00  0.86027770E+00  0.34773951E+00    0.076050
 -0.385  0.92929046E+00  0.86358076E+00  0.34693820E+00    0.074112
 -0.380  0.93104980E+00  0.86685373E+00  0.34615263E+00    0.072200
 -0.375  0.93278946E+00  0.87009618E+00  0.34538255E+00    0.070313
 -0.370  0.93450931E+00  0.87330765E+00  0.34462768E+00    0.068450
 -0.365  0.93620923E+00  0.87648772E+00  0.34388777E+00    0.066612
 -0.360  0.93788910E+00  0.87963596E+00  0.34316258E+00    0.064800
 -0.355  0.93954879E+00  0.88275193E+00  0.34245187E+00    0.063012
 -0.350  0.94118819E+00  0.88583521E+00  0.34175540E+00    0.061250
 -0.345  0.94280718E+00  0.88888538E+00  0.34107295E+00    0.059513
 -0.340  0.94440564E+00  0.89190201E+00  0.34040431E+00    0.057800
 -0.335  0.94598345E+00  0.89488469E+00  0.33974926E+00    0.056113
 -0.330  0.94754051E+00  0.89783301E+00  0.33910760E+00    0.054450
 -0.325  0.94907669E+00  0.90074656E+00  0.33847913E+00    0.052813
 -0.320  0.95059189E+00  0.90362494E+00  0.33786366E+00    0.051200
 -0.315  0.95208599E+00  0.90646774E+00  0.33726100E+00    0.049613
 -0.310  0.95355890E+00  0.90927457E+00  0.33667096E+00    0.048050
 -0.305  0.95501049E+00  0.91204504E+00  0.33609338E+00    0.046512
 -0.300  0.95644067E+00  0.91477875E+00  0.33552808E+00    0.045000
 -0.295  0.95784933E+00  0.91747533E+00  0.33497490E+00    0.043512
 -0.290  0.95923636E+00  0.92013440E+00  0.33443367E+00    0.042050
 -0.285  0.96060167E+00  0.92275558E+00  0.33390425E+00    0.040613
 -0.280  0.96194516E+00  0.92533849E+00  0.33338647E+00    0.039200
 -0.275  0.96326672E+00  0.92788278E+00  0.33288019E+00    0.037813
 -0.270  0.96456627E+00  0.93038809E+00  0.33238528E+00    0.036450
 -0.265  0.96584370E+00  0.93285405E+00  0.33190159E+00    0.035113
 -0.260  0.96709892E+00  0.93528032E+00  0.33142898E+00    0.033800
 -0.255  0.96833184E+00  0.93766655E+00  0.33096733E+00    0.032512
 -0.250  0.96954236E+00  0.94001240E+00  0.33051652E+00    0.031250
 -0.245  0.97073041E+00  0.94231753E+00  0.33007641E+00    0.030012
 -0.240  0.97189589E+00  0.94458162E+00  0.32964690E+00    0.028800
 -0.235  0.97303871E+00  0.94680433E+00  0.32922786E+00    0.027613
 -0.230  0.97415879E+00  0.94898535E+00  0.32881919E+00    0.026450
 -0.225  0.97525605E+00  0.95112437E+00  0.32842078E+00    0.025313
 -0.220  0.97633041E+00  0.95322107E+00  0.32803252E+00    0.024200
 -0.215  0.97738178E+00  0.95527515E+00  0.32765432E+00    0.023112
 -0.210  0.97841010E+00  0.95728632E+00  0.32728607E+00    0.022050
 -0.205  0.97941527E+00  0.95925428E+00  0.32692767E+00    0.021013
 -0.200  0.98039724E+00  0.96117875E+00  0.32657905E+00    0.020000
 -0.195  0.98135592E+00  0.96305944E+00  0.32624011E+00    0.019013
 -0.190  0.98229125E+00  0.96489609E+00  0.32591076E+00    0.018050
 -0.185  0.98320315E+00  0.96668843E+00  0.32559093E+00    0.017112
 -0.180  0.98409155E+00  0.96843618E+00  0.32528052E+00    0.016200
 -0.175  0.98495640E+00  0.97013911E+00  0.32497947E+00    0.015313
 -0.170  0.98579762E+00  0.97179696E+00  0.32468770E+00    0.014450
 -0.165  0.98661516E+00  0.97340948E+00  0.32440514E+00    0.013613
 -0.160  0.98740895E+00  0.97497644E+00  0.32413171E+00    0.012800
 -0.155  0.98817894E+00  0.97649761E+00  0.32386736E+00    0.012013
 -0.150  0.98892506E+00  0.97797277E+00  0.32361202E+00    0.011250
 -0.145  0.98964726E+00  0.97940170E+00  0.32336562E+00    0.010512
 -0.140  0.99034549E+00  0.98078418E+00  0.32312810E+00    0.009800
 -0.135  0.99101969E+00  0.98212002E+00  0.32289942E+00    0.009113
 -0.130  0.99166981E+00  0.98340902E+00  0.32267951E+00    0.008450
 -0.125  0.99229581E+00  0.98465098E+00  0.32246832E+00    0.007813
 -0.120  0.99289764E+00  0.98584573E+00  0.32226581E+00    0.007200
 -0.115  0.99347525E+00  0.98699308E+00  0.32207192E+00    0.006613
 -0.110  0.99402861E+00  0.98809287E+00  0.32188660E+00    0.006050
 -0.105  0.99455766E+00  0.98914493E+00  0.32170983E+00    0.005512
 -0.100  0.99506237E+00  0.99014911E+00  0.32154154E+00    0.005000
 -0.095  0.99554270E+00  0.99110526E+00  0.32138171E+00    0.004513
 -0.090  0.99599861E+00  0.99201323E+00  0.32123030E+00    0.004050
 -0.085  0.99643008E+00  0.99287290E+00  0.32108726E+00    0.003613
 -0.080  0.99683706E+00  0.99368413E+00  0.32095258E+00    0.003200
 -0.075  0.99721953E+00  0.99444680E+00  0.32082621E+00    0.002812
 -0.070  0.99757746E+00  0.99516080E+00  0.32070813E+00    0.002450
 -0.065  0.99791083E+00  0.99582602E+00  0.32059831E+00    0.002113
 -0.060  0.99821960E+00  0.99644236E+00  0.32049672E+00    0.001800
 -0.055  0.99850375E+00  0.99700974E+00  0.32040335E+00    0.001512
 -0.050  0.99876327E+00  0.99752807E+00  0.32031817E+00    0.001250
 -0.045  0.99899813E+00  0.99799726E+00  0.32024116E+00    0.001012
 -0.040  0.99920831E+00  0.99841725E+00  0.32017230E+00    0.000800
 -0.035  0.99939381E+00  0.99878798E+00  0.32011158E+00    0.000613
 -0.030  0.99955460E+00  0.99910939E+00  0.32005899E+00    0.000450
 -0.025  0.99969067E+00  0.99938144E+00  0.32001450E+00    0.000313
 -0.020  0.99980202E+00  0.99960408E+00  0.31997812E+00    0.000200
 -0.015  0.99988863E+00  0.99977727E+00  0.31994983E+00    0.000112
 -0.010  0.99995050E+00  0.99990100E+00  0.31992963E+00    0.000050
 -0.005  0.99998763E+00  0.99997525E+00  0.31991751E+00    0.000013
  0.000  0.10000000E+01  0.10000000E+01  0.31991347E+00    0.000000
  0.005  0.99998763E+00  0.99997525E+00  0.31991751E+00    0.000013
  0.010  0.99995050E+00  0.99990100E+00  0.31992963E+00    0.000050
  0.015  0.99988863E+00  0.99977727E+00  0.31994983E+00    0.000112
  0.020  0.99980202E+00  0.99960408E+00  0.31997812E+00    0.000200
  0.025  0.99969067E+00  0.99938144E+00  0.32001450E+00    0.000313
  0.030  0.99955460E+00  0.99910939E+00  0.32005899E+00    0.000450
  0.035  0.99939381E+00  0.99878798E+00  0.32011158E+00    0.000613
  0.040  0.99920831E+00  0.99841725E+00  0.32017230E+00    0.000800
  0.045  0.99899813E+00  0.99799726E+00  0.32024116E+00    0.001012
  0.050  0.99876327E+00  0.99752807E+00  0.32031817E+00    0.001250
  0.055  0.99850375E+00  0.99700974E+00  0.32040335E+00    0.001512
  0.060  0.99821960E+00  0.99644236E+00  0.32049672E+00    0.001800
  0.065  0.99791083E+00  0.99582602E+00  0.32059831E+00    0.002113
  0.070  0.99757746E+00  0.99516080E+00  0.32070813E+00    0.002450
  0.075  0.99721953E+00  0.99444680E+00  0.32082621E+00    0.002812
  0.080  0.99683706E+00  0.99368413E+00  0.32095258E+00    0.003200
  0.085  0.99643008E+00  0.99287290E+00  0.32108726E+00    0.003613
  0.090  0.99599861E+00  0.99201323E+00  0.32123030E+00    0.004050
  0.095  0.99554270E+00  0.99110526E+00  0.32138171E+00    0.004513
  0.100  0.99506237E+00  0.99014911E+00  0.32154154E+00    0.005000
  0.105  0.99455766E+00  0.98914493E+00  0.32170983E+00    0.005512
  0.110  0.99402861E+00  0.98809287E+00  0.32188660E+00    0.006050
  0.115  0.99347525E+00  0.98699308E+00  0.32207192E+00    0.006613
  0.120  0.99289764E+00  0.98584573E+00  0.32226581E+00    0.007200
  0.125  0.99229581E+00  0.98465098E+00  0.32246832E+00    0.007813
  0.130  0.99166981E+00  0.98340902E+00  0.32267951E+00    0.008450
  0.135  0.99101969E+00  0.98212002E+00  0.32289942E+00    0.009113
  0.140  0.99034549E+00  0.98078418E+00  0.32312810E+00    0.009800
  0.145  0.98964726E+00  0.97940170E+00  0.32336562E+00    0.010512
  0.150  0.98892506E+00  0.97797277E+00  0.32361202E+00    0.011250
  0.155  0.98817894E+00  0.97649761E+00  0.32386736E+00    0.012013
  0.160  0.98740895E+00  0.97497644E+00  0.32413171E+00    0.012800
  0.165  0.98661516E+00  0.97340948E+00  0.32440514E+00    0.013613
  0.170  0.98579762E+00  0.97179696E+00  0.32468770E+00    0.014450
  0.175  0.98495640E+00  0.97013911E+00  0.32497947E+00    0.015313
  0.180  0.98409155E+00  0.96843618E+00  0.32528052E+00    0.016200
  0.185  0.98320315E+00  0.96668843E+00  0.32559093E+00    0.017112
  0.190  0.98229125E+00  0.96489609E+00  0.32591076E+00    0.018050
  0.195  0.98135592E+00  0.96305944E+00  0.32624011E+00    0.019013
  0.200  0.98039724E+00  0.96117875E+00  0.32657905E+00    0.020000
  0.205  0.97941527E+00  0.95925428E+00  0.32692767E+00    0.021013
  0.210  0.97841010E+00  0.95728632E+00  0.32728607E+00    0.022050
  0.215  0.97738178E+00  0.95527515E+00  0.32765432E+00    0.023112
  0.220  0.97633041E+00  0.95322107E+00  0.32803252E+00    0.024200
  0.225  0.97525605E+00  0.95112437E+00  0.32842078E+00    0.025313
  0.230  0.97415879E+00  0.94898535E+00  0.32881919E+00    0.026450
  0.235  0.97303871E+00  0.94680433E+00  0.32922786E+00    0.027613
  0.240  0.97189589E+00  0.94458162E+00  0.32964690E+00    0.028800
  0.245  0.97073041E+00  0.94231753E+00  0.33007641E+00    0.030012
  0.250  0.96954236E+00  0.94001240E+00  0.33051652E+00    0.031250
  0.255  0.96833184E+00  0.93766655E+00  0.33096733E+00    0.032512
  0.260  0.96709892E+00  0.93528032E+00  0.33142898E+00    0.033800
  0.265  0.96584370E+00  0.93285405E+00  0.33190159E+00    0.035113
  0.270  0.96456627E+00  0.93038809E+00  0.33238528E+00    0.036450
  0.275  0.96326672E+00  0.92788278E+00  0.33288019E+00    0.037813
  0.280  0.96194516E+00  0.92533849E+00  0.33338647E+00    0.039200
  0.285  0.96060167E+00  0.92275558E+00  0.33390425E+00    0.040613
  0.290  0.95923636E+00  0.92013440E+00  0.33443367E+00    0.042050
  0.295  0.95784933E+00  0.91747533E+00  0.33497490E+00    0.043512
  0.300  0.95644067E+00  0.91477875E+00  0.33552808E+00    0.045000
  0.305  0.95501049E+00  0.91204504E+00  0.33609338E+00    0.046512
  0.310  0.95355890E+00  0.90927457E+00  0.33667096E+00    0.048050
  0.315  0.95208599E+00  0.90646774E+00  0.33726100E+00    0.049613
  0.320  0.95059189E+00  0.90362494E+00  0.33786366E+00    0.051200
  0.325  0.94907669E+00  0.90074656E+00  0.33847913E+00    0.052813
  0.330  0.94754051E+00  0.89783301E+00  0.33910760E+00    0.054450
  0.335  0.94598345E+00  0.89488469E+00  0.33974926E+00    0.056113
  0.340  0.94440564E+00  0.89190201E+00  0.34040431E+00    0.057800
  0.345  0.94280718E+00  0.88888538E+00  0.34107295E+00    0.059513
  0.350  0.94118819E+00  0.88583521E+00  0.34175540E+00    0.061250
  0.355  0.93954879E+00  0.88275193E+00  0.34245187E+00    0.063012
  0.360  0.93788910E+00  0.87963596E+00  0.34316258E+00    0.064800
  0.365  0.93620923E+00  0.87648772E+00  0.34388777E+00    0.066612
  0.370  0.93450931E+00  0.87330765E+00  0.34462768E+00    0.068450
  0.375  0.93278946E+00  0.87009618E+00  0.34538255E+00    0.070313
  0.380  0.93104980E+00  0.86685373E+00  0.34615263E+00    0.072200
  0.385  0.92929046E+00  0.86358076E+00  0.34693820E+00    0.074112
  0.390  0.92751156E+00  0.86027770E+00  0.34773951E+00    0.076050
  0.395  0.92571324E+00  0.85694500E+00  0.34855684E+00    0.078013
  0.400  0.92389561E+00  0.85358310E+00  0.34939049E+00    0.080000
  0.405  0.92205881E+00  0.85019246E+00  0.35024075E+00    0.082013
  0.410  0.92020298E+00  0.84677352E+00  0.35110793E+00    0.084050
  0.415  0.91832823E+00  0.84332674E+00  0.35199234E+00    0.086113
  0.420  0.91643471E+00  0.83985258E+00  0.35289431E+00    0.088200
  0.425  0.91452255E+00  0.83635150E+00  0.35381418E+00    0.090312
  0.430  0.91259189E+00  0.83282395E+00  0.35475230E+00    0.092450
  0.435  0.91064285E+00  0.82927041E+00  0.35570902E+00    0.094613
  0.440  0.90867559E+00  0.82569133E+00  0.35668472E+00    0.096800
  0.445  0.90669024E+00  0.82208718E+00  0.35767978E+00    0.099013
  0.450  0.90468693E+00  0.81845844E+00  0.35869461E+00    0.101250
  0.455  0.90266581E+00  0.81480556E+00  0.35972960E+00    0.103513
  0.460  0.90062702E+00  0.81112903E+00  0.36078520E+00    0.105800
  0.465  0.89857071E+00  0.80742932E+00  0.36186183E+00    0.108113
  0.470  0.89649701E+00  0.80370689E+00  0.36295996E+00    0.110450
  0.475  0.89440608E+00  0.79996224E+00  0.36408006E+00    0.112813
  0.480  0.89229806E+00  0.79619582E+00  0.36522260E+00    0.115200
  0.485  0.89017309E+00  0.79240812E+00  0.36638811E+00    0.117612
  0.490  0.88803132E+00  0.78859962E+00  0.36757710E+00    0.120050
  0.495  0.88587290E+00  0.78477080E+00  0.36879012E+00    0.122512
